text_id,project,match_text,numeric_value,context
P334407,saao_saa16,3,3,made [......] a (piece of) ivory a palm (wide) [...] On the 3rd of Ni[san] (I) we fit[ted] the gold plate of the scul[pto
P334407,saao_saa16,6,6,e scul[ptor] on the wood. The plating of the couch measured 6 cubits [...] [......] the king (Rest destroyed or too broke
P334433,saao_saa16,one,,"wrote to me via Zabinu: ""Why do the limestone layers not go one after another? It is your own [......]"" (Break) (SPACER) ""["
P334506,saao_saa16,20,20,of] the magnates (Break) (SPACER) [......] let them give me 20 [tale]nts of [red wool] of the port so they (can) m[ake it]
P334522,saao_saa16,one,,"he ordinances of the palace are dissolved and neglected. No one listens to me. Ever since the king, my lord, appointed me,"
P334548,saao_saa16,16,16,"Idri-aha'u came and brought the shoes in the evening of the 16th. On the 17th, we s[et out] from [M]alaku. [In D]unni-Šama"
P334548,saao_saa16,17,17,"me and brought the shoes in the evening of the 16th. On the 17th, we s[et out] from [M]alaku. [In D]unni-Šamaš [......] (B"
P334548,saao_saa16,17,17,"dri-aha'u left for the king, my lord, in the evening of the 17th."
P334552,saao_saa16,Three,,"ed] the palace scribe, (who) [gave] (the following) order: ""Three [......] to Nabû-[...] any[body/thing ......] in the days ["
P334590,saao_saa16,3,3,".. o]f the month [...] (Break) (SPACER) of agate, its width 3 inches, (and) a piece of egizaggû-stone. I gave them to the"
P334599,saao_saa16,8,8,"e [ ...s] these [wo]rds to me, I [will tell them] to you.' ""8 [..]s who gave [... to] the king, my lord, [......] ""a brib"
P334602,saao_saa16,five,,"l[kuti, the ...] (and) Pan-Nabû-la[mur, the ...]; all these five (men) [......] (Break) The king knows [that ...] A servant"
P334608,saao_saa16,one,,"ayed in your house. The king, your father, loves the son of one who worked for him, feels concern for the son of one who wo"
P334608,saao_saa16,one,,"son of one who worked for him, feels concern for the son of one who worked for him. What is my fault? I am a dog of the cro"
P334623,saao_saa16,one,,"minated by your light. But I have been left in darkness; no one brings me before the king. My outstanding debts, because of"
P334624,saao_saa16,[1],1,[...] of establishing fame [......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150
P334624,saao_saa16,00,0,..] of establishing fame [......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5
P334624,saao_saa16,1,1,of establishing fame [......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5
P334624,saao_saa16,[00,0,of establishing fame [......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5
P334624,saao_saa16,[1],1,e [......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,50,50,......] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,1,1,...] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,[50],50,..] (Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,5,5,Break) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,5,5,eak) (SPACER) [...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,[1],1,[...] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,50,50,.] [1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,150,150,[1]00 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,5,5,0 1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,5,5,1[00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334624,saao_saa16,5,5,00 x x x x] [...] [1]50 1[50] 5 5 [x x] [...] [1]50 150 5 5 5 [x] (SPACER)
P334639,saao_saa16,"1,000",1000,"lord! May Nabû and Marduk bless the crown prince, my lord. 1,000 (homers) of barley from the king were at my father's dispos"
P334639,saao_saa16,400,400,"rom the king were at my father's disposal. Now I have given 400 (homers) of barley from it, 600 (homers) of barley remain a"
P334639,saao_saa16,600,600,"disposal. Now I have given 400 (homers) of barley from it, 600 (homers) of barley remain at my disposal. (Break) (SPACER)"
P334639,saao_saa16,thousand,,"[may] they pass before the crown prince, [m]y lo[rd], for a thousand years."
P334640,saao_saa16,one,,"[Ever since] they went, they have been with [...]. Now then one shepherd has come to me to Calah. He has acted [as an in]fo"
P334659,saao_saa16,2,2,ER) [......] Marduk [...] ruling [Ri]ght now [I] am sending 2 infer[ior] caravans and [x] well equipped caravans to the k
P334666,saao_saa16,one,,"I (however) put my trust in the king, my lord. I don't give one shekel (or even) half a shekel to anybody but the king, my"
P334666,saao_saa16,half,,"ust in the king, my lord. I don't give one shekel (or even) half a shekel to anybody but the king, my lord. The king, my lor"
P334666,saao_saa16,thousand,,"but) a dead dog; the king, my lord, has revived me (from) a thousand pestilences. The king is my god and the king is my decor. ["
P334702,saao_saa16,20,20,"my lord wr[ote to me]: ""Let them do [...] wor[k] until the 20th. [...] their work [...]."" On the 3rd day of the mon[th .."
P334702,saao_saa16,3,3,"...] wor[k] until the 20th. [...] their work [...]."" On the 3rd day of the mon[th ...] they came [......] a bodyguard [.."
P334740,saao_saa16,one,,". May they consolidate [the foundations of] your royal [thr]one [until] far-off [days ...]! (Break) (SPACER) [Now], why [ha"
P334742,saao_saa16,one,,"as come to Nippur (saying): 'The kings have made peace with one another, so why have you taken plunder/captives?' The recru"
P334742,saao_saa16,1,1,"They have entered the city [...] ""[......] of [... ar]chers 1 [......] donkeys They will enter [Arrap]ha either tomorrow,"
P334753,saao_saa16,One,,"(Beginning destroyed) saying: ""I [will ...] in the palace. One of you [...]."" In the reign of your father, (when) our gran"
P334762,saao_saa16,28,28,"(Beginning destroyed) The king, my lord, t[old me]: ""On the 28th you will g[o] (and) ask!"" Now, what is it that the king,"
P334788,saao_saa16,29,29,"). If the king commands, let the [...] be poured out on the 29th. [......] the shepherd (Rest too broken for translation)"
P334813,saao_saa16,two,,"nted to the mayorship, your servants will die. We have sent two letters to the king, our lord, but we have not seen a reply"
P334816,saao_saa16,4,4,"end your servant. May the king, my lord, understand! On the 4th day, [......]. O king, my lord! How long still [will my]"
P334818,saao_saa16,one,,"ng, my lord, on my own. The king is the bulwark of the weak one. Let the king, my lord, do as he pleases. Whoever you are,"
P334833,saao_saa16,6,6,"(Beginning destroyed) He took 6 minas worth [of gold from Ilumma-le'i]. Now, [if the king,"
P334844,saao_saa16,Two,,"e king, my lord, ask these (people) how they were released. Two or three reports should be completed by my hand; he will .."
P334844,saao_saa16,three,,"my lord, ask these (people) how they were released. Two or three reports should be completed by my hand; he will ... watch o"
P334845,saao_saa16,2,2,"lear [...] asked [...] ... [...] we asked [...] they said: ""2 or 3 [...] there are [...] with(in) 2 or 3 [...] we will go"
P334845,saao_saa16,3,3,"[...] asked [...] ... [...] we asked [...] they said: ""2 or 3 [...] there are [...] with(in) 2 or 3 [...] we will go and"
P334845,saao_saa16,2,2,"ked [...] they said: ""2 or 3 [...] there are [...] with(in) 2 or 3 [...] we will go and [...] the face [...] said [...] i"
P334845,saao_saa16,3,3,"...] they said: ""2 or 3 [...] there are [...] with(in) 2 or 3 [...] we will go and [...] the face [...] said [...] in its"
P334860,saao_saa16,4,4,"[my lord! May] Nabû (and) Ma[rduk bless the king, my lord]. 4 days [...] Against the locu[sts ...] (Break) (SPACER) staff"
P334860,saao_saa16,1,1,ER) staff/sceptre [......] (Break) st[ored] grain [...] the 1[xth] day [...] give [...] (Break) [...] has passed [...] [T
P334898,saao_saa16,4,4,"iltî [the ...], Ahu-šamši [the ...], Tariba-Issar [the ...] 4 ...[...] quickly [...] what/of the king, [my] l[ord ...] di"
P334898,saao_saa16,Two,,"]; they (plan to) destroy the [...] of the king, [my lord]. Two bodygu[ards ...] because of him [...] among the enemy [...]"
P334914,saao_saa16,one,,baker [of DN] be ord[ered] to release u[s] so we [can put] (one) half of [...] on the top of the ziggur[ats] and the other
P334914,saao_saa16,half,,[of DN] be ord[ered] to release u[s] so we [can put] (one) half of [...] on the top of the ziggur[ats] and the other half o
P334914,saao_saa16,half,,) half of [...] on the top of the ziggur[ats] and the other half of [...] on the roof [of ...]; we will climb up and keep wa
P336177,saao_saa16,21,21,bû and Marduk bless my lord. There was an earthquake on the 21st of Elul (VI). The outer town in its entirety was damaged
P336177,saao_saa16,30,30,whole wall of the outer city was saved; (only a stretch of) 30.5 cubits was torn out of it and fell into the centre of the
P336177,saao_saa16,5,5,le wall of the outer city was saved; (only a stretch of) 30.5 cubits was torn out of it and fell into the centre of the c
P336177,saao_saa16,one,,the ziggurat[s ... and] of the ... house of ... fell down; one [...] collapsed from this house. The watchtowers of the mid
P336177,saao_saa16,one,,he middlemost gate and the outer gate have collapsed; (and) one [...] house outside the city garrison and one inside it hav
P336177,saao_saa16,one,,lapsed; (and) one [...] house outside the city garrison and one inside it have collapsed. A royal eunuch should come and ha
P336802,saao_saa16,14,14,"here is no silver"" — I have heard (it). My lord should send 14 minas of silver. Perhaps my lord will say: ""How did you fig"
P336802,saao_saa16,Four,,"ver. Perhaps my lord will say: ""How did you figure it out?"" Four merchants: half a mina each. Their four wives: half a mina"
P336802,saao_saa16,half,,"lord will say: ""How did you figure it out?"" Four merchants: half a mina each. Their four wives: half a mina each. One female"
P336802,saao_saa16,four,,"you figure it out?"" Four merchants: half a mina each. Their four wives: half a mina each. One female dyer: half a mina. The"
P336802,saao_saa16,half,,"t out?"" Four merchants: half a mina each. Their four wives: half a mina each. One female dyer: half a mina. The re[st I shal"
P336802,saao_saa16,One,,ants: half a mina each. Their four wives: half a mina each. One female dyer: half a mina. The re[st I shall i]tem[ise] (and
P336802,saao_saa16,half,,each. Their four wives: half a mina each. One female dyer: half a mina. The re[st I shall i]tem[ise] (and) [...] in [a ...]
P236913,saao_saa17,100,100,"The work of [...] and without the king [...]"" And now [...] 100 men of the temple should cut reed [...]! [Concerning the wo"
P236913,saao_saa17,30,30,...] and did not examine [...]. Now let him give as rations 30 sacrificial bulls. [As soon as] they have entered the templ
P237075,saao_saa17,one,,"same way. If the king wishes, let everything be written on one single writing-board. I am afraid to go to Der and Nippur w"
P237075,saao_saa17,one,,"The whole of Bit-Yakin loaths him. Were Yakin still alive, one like Sîn-iddina would not be shiel[ded]. The king [should k"
P237076,saao_saa17,one,,"o do my work in peace. The king could solve the matter with one word, so that there would be silence between us! Now he is"
P237076,saao_saa17,one,,"tock in the assembly, he is telling me: ""Chaff in excess of one litre should go for interest."" With the king's prefect [..."
P237192,saao_saa17,2,2,....] for Aš[šur-belu-taqqin ...] the prefect of [...] [of] 2 male donkey[s ...]
P237251,saao_saa17,5,5,"We are [...]. La[ṣ is our Lady!] He should reach us on the 5th of Sivan (III), otherwise the king will lose us. Let us h"
P237259,saao_saa17,one,,"lo]rd! [On the contrary, may the king, my lord, count me as one of his] servants, may the mark of [the kings'] servitude be"
P237440,saao_saa17,2,2,"king, our lord] may do [as he sees be]st. [......] [......] 2 eunuchs [......] [......] with these men [......] [......]"
P237542,saao_saa17,one,,"ord ... [...] [... of the king], my lord, is with me. Up to one year they will serve [in the pa]lace of the king, my lord."
P237542,saao_saa17,five,,kuru (and) whom your father always [...]. This slave boy is five years old.
P237554,saao_saa17,2,2,"u, w[hy] did he bring [...] but [you withhel]d from him the 2 cam[els] (and) all the [...] that the Saba'u [had brought]"
P237651,saao_saa17,200,200,"w, Fort Šama'unu is abandoned. There is nobody there except 200 scratch soldiers, and there is no food there except for the"
P237651,saao_saa17,one,,"een my letter — Abi-yaqar's palace manager released him for one mina of silver. And when he came, he testified for me befor"
P237651,saao_saa17,one,,"nd! I swear by Bel and Zarpanitu, Nabû and Marduk, the wise one, that the words which we have sent to the king our lord in"
P237730,saao_saa17,4,4,"ll-being [of the king, my lord]. [...] Now [I am sending x+]4 men for the well-being (Rest destroyed)"
P237783,saao_saa17,one,,"the king, my lord. Now after the delegates of Bit-Dakuri of one accord had written to Merodach-Baladan, and the šandabakku"
P237788,saao_saa17,one,,", I have heard that they have established a mutual rule: No one may draw back and g[o] against the towns of Assyria [...] t"
P237788,saao_saa17,half,,"verily [... of the king], my lord [... I] did to him [...] half way [of ...]..."
P237819,saao_saa17,two,,"e, instead of the murderers, handed over to the Babylonians two Hindareans and one (subject) of Abi-hasâ. I have at the sam"
P237819,saao_saa17,one,,"urderers, handed over to the Babylonians two Hindareans and one (subject) of Abi-hasâ. I have at the same time handed over"
P237829,saao_saa17,4,4,"..]... before [...] Now [...] dependent [...] archers [...] 4 donkeys 700 [...] we have dispatched to the king, our lord."
P237829,saao_saa17,700,700,"ore [...] Now [...] dependent [...] archers [...] 4 donkeys 700 [...] we have dispatched to the king, our lord. Concerning"
P237832,saao_saa17,two,,"no servants of Zeru-ibni in (my) presence. In reality, the two men are Damuneans, vanguards of the king, my lord. Their br"
P237834,saao_saa17,one,,"he king, my lord! On the contrary, may the king count me as one of his servants, may the mark of the kings' servitude be pu"
P237834,saao_saa17,one,,"liated in the eyes of my fellow Babylonians! May I see just one single sign from the king, my lord, and may we get confiden"
P237843,saao_saa17,1,1,"len cover, a threaded work dress of Tukriš, bracelets worth 1/3 shekels gold, 2 silver dishes, 35 dependents, 2 female si"
P237843,saao_saa17,3,3,"n cover, a threaded work dress of Tukriš, bracelets worth 1/3 shekels gold, 2 silver dishes, 35 dependents, 2 female sing"
P237843,saao_saa17,2,2,"ded work dress of Tukriš, bracelets worth 1/3 shekels gold, 2 silver dishes, 35 dependents, 2 female singers, 1 horse, 2"
P237843,saao_saa17,35,35,"Tukriš, bracelets worth 1/3 shekels gold, 2 silver dishes, 35 dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys,"
P237843,saao_saa17,2,2,"ets worth 1/3 shekels gold, 2 silver dishes, 35 dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300"
P237843,saao_saa17,1,1,"els gold, 2 silver dishes, 35 dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon;"
P237843,saao_saa17,2,2,"2 silver dishes, 35 dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon; and his"
P237843,saao_saa17,4,4,"dishes, 35 dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon; and his wife was p"
P237843,saao_saa17,20,20,"dependents, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon; and his wife was provided with"
P237843,saao_saa17,300,300,"s, 2 female singers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon; and his wife was provided with jewellery"
P237843,saao_saa17,1,1,"ngers, 1 horse, 2 camels, 4 donkeys, 20 cows, 300 sheep and 1 wagon; and his wife was provided with jewellery worth 2/3 m"
P237843,saao_saa17,2,2,and 1 wagon; and his wife was provided with jewellery worth 2/3 minas of gold. She [with] all [her lady staff ...] was dr
P237843,saao_saa17,3,3,d 1 wagon; and his wife was provided with jewellery worth 2/3 minas of gold. She [with] all [her lady staff ...] was dres
P237847,saao_saa17,one,,"himself may [come] here [and] honour the king, my lord! No one fulfills on the king's commands as I do, apart from Aqar-Be"
P237847,saao_saa17,seven,,"everything to the king, my lord. I have written to the king seven times out of necessity. The king, my lord, has given the ho"
P237905,saao_saa17,8,8,atu (already) are at her disposal. Why did you during these 8 years think of Arrabatu (only now)? (As to) what you wrote
P237905,saao_saa17,10,10,"odach-Baladan, the silver that you wanted to have, (namely) 10 minas, was given to the Cuthaeans by Ina-qibi-Bel and Nabû-"
P237905,saao_saa17,10,10,"lim son of N[i...]. In addition, the dame Namirtu was given 10 minas by Lu-ha'il and Bel-naṣir; 3 minas were weighed to Er"
P237905,saao_saa17,3,3,"dame Namirtu was given 10 minas by Lu-ha'il and Bel-naṣir; 3 minas were weighed to Erešu son of Dabibu, the supervisor o"
P237905,saao_saa17,6,6,"eighed to Erešu son of Dabibu, the supervisor of Bel-naṣir; 6 minas (were given) to Ašaredu son of Ṭabiya; 1 mina to Nabû"
P237905,saao_saa17,1,1,"f Bel-naṣir; 6 minas (were given) to Ašaredu son of Ṭabiya; 1 mina to Nabû-šarra-uṣur, the messenger of the king; 1 mina"
P237905,saao_saa17,1,1,"biya; 1 mina to Nabû-šarra-uṣur, the messenger of the king; 1 mina to Erešu, the messenger of the king of Elam, 10 shekel"
P237905,saao_saa17,10,10,"e king; 1 mina to Erešu, the messenger of the king of Elam, 10 shekels to [...]ê; and 1 2/3 minas to the Urukeans placed a"
P237905,saao_saa17,1,1,"he messenger of the king of Elam, 10 shekels to [...]ê; and 1 2/3 minas to the Urukeans placed at your disposal. 1 mina i"
P237905,saao_saa17,2,2,"messenger of the king of Elam, 10 shekels to [...]ê; and 1 2/3 minas to the Urukeans placed at your disposal. 1 mina is"
P237905,saao_saa17,3,3,"essenger of the king of Elam, 10 shekels to [...]ê; and 1 2/3 minas to the Urukeans placed at your disposal. 1 mina is th"
P237905,saao_saa17,1,1,ê; and 1 2/3 minas to the Urukeans placed at your disposal. 1 mina is the price of the she-camels that was given to Sagib
P237905,saao_saa17,1,1,"na is the price of the she-camels that was given to Sagibi, 1 mina and 1/3 shekels are in the hand of Ima'in the eunuch,"
P237905,saao_saa17,1,1,"rice of the she-camels that was given to Sagibi, 1 mina and 1/3 shekels are in the hand of Ima'in the eunuch, 1/3 mina an"
P237905,saao_saa17,3,3,"ce of the she-camels that was given to Sagibi, 1 mina and 1/3 shekels are in the hand of Ima'in the eunuch, 1/3 mina and"
P237905,saao_saa17,1,1,"mina and 1/3 shekels are in the hand of Ima'in the eunuch, 1/3 mina and 5 shekels were weighed for Dummuqu son of Ir'ann"
P237905,saao_saa17,3,3,"ina and 1/3 shekels are in the hand of Ima'in the eunuch, 1/3 mina and 5 shekels were weighed for Dummuqu son of Ir'anni."
P237905,saao_saa17,5,5,"shekels are in the hand of Ima'in the eunuch, 1/3 mina and 5 shekels were weighed for Dummuqu son of Ir'anni. Finally, t"
P237905,saao_saa17,5,5,"were weighed for Dummuqu son of Ir'anni. Finally, there are 5 minas silver brought to Namirtu by Ṣillâ son of Belaya and"
P237906,saao_saa17,one,,"king could (otherwise) hear about it and say: ""I must take one more town."""
P237907,saao_saa17,200,200,"ouse of your lord]! No[w] then I am writ[ing to you]: [Let] 200 ho[rses] (and) 1,000 soldiers [...] Yaki[n] come [...] the"
P237907,saao_saa17,"1,000",1000,"No[w] then I am writ[ing to you]: [Let] 200 ho[rses] (and) 1,000 soldiers [...] Yaki[n] come [...] the town Im[ba]! Perhaps"
P237916,saao_saa17,two,,"šuma-iškun: Why haven't I seen you at the camp for the past two years? And since you haven't seen my house either, by Bel,"
P237916,saao_saa17,two,,"ven't seen my house either, by Bel, the tribute of the past two years is incumbent on you."
P237936,saao_saa17,10,10,"ng the Hatalleans of whom the king wrote: ""Send (word) that 10 men from their midst should come to me"" — the king's bodygu"
P237936,saao_saa17,10,10,"I sent (word) and the Hatallaeans came to me. I have given 10 men to the hands of the bodyguard of the king, my lord. (SP"
P237959,saao_saa17,11,11,"he son of Yakin has gone from Babylon to Dur-Y[akin] on the 11th day of Marchesvan (VIII)."" I heard these news on the 15th"
P237959,saao_saa17,15,15,"e 11th day of Marchesvan (VIII)."" I heard these news on the 15th day. Therefore [I sent them] to the presence of the king,"
P237959,saao_saa17,two,,"gods, even before I heard [this news, those ...] and those two soldiers of the [... (and)] of the prefect who[m I have sen"
P237959,saao_saa17,two,,"esult of their service. (Now) that I heard the news, I sent two soldier[s ...], saying: ""Get close to th[e ...], and [...]"
P237960,saao_saa17,one,,can come here and the king will attain his objective. I am one who blesses my lord. I pray daily to Marduk and Zarpanitu f
P237963,saao_saa17,two,,"en his message for a long time?"" I have been imprisoned for two years, and even now, after I have been set free, I could no"
P237963,saao_saa17,one,,Babylon (pleadingly) raises its hands towards my lord? (Any)one whom Marduk has given something and whose property has been
P237978,saao_saa17,20,20,"(Beginning destroyed) [The ...] will return 20 [...]. ""The troops of the king of Akkad and the king of Ela"
P237986,saao_saa17,five,,sing up in great numbers. Persuade the magnates and come in five days' time! You must not loose the land! Come quickly! Come
P237989,saao_saa17,10,10,"ire audience gift [...]. [After] you came and Ri[mutu] took 10.5 talents of his silver, they are alienating town after tow"
P237989,saao_saa17,5,5,"audience gift [...]. [After] you came and Ri[mutu] took 10.5 talents of his silver, they are alienating town after town."
P237994,saao_saa17,three,,"ir lord: [The king s]ent [the le]tter of Balassu, (and) for three years we have kept [the guard] with the noblemen [of As]syr"
P237994,saao_saa17,third,,rned [into wa]stelands. [The ...] at the disposal [of] the 'third men' [... of] the guard [ha]ve made [...] his [...] in the
P238004,saao_saa17,two,,"ges of the Hindareans who are with me. Now, regarding those two soldiers, who were with them, they have come. Their [...] i"
P238006,saao_saa17,2,2,"d, sent, has come up to Arrapha for my lawsuit. Now, on the 2nd day, I have brought him safely across the river. The fort"
P238011,saao_saa17,three,,"then I have sent with my messenger to the king ever[y ...], three of his sons and [...] five members of his family."
P238011,saao_saa17,five,,"senger to the king ever[y ...], three of his sons and [...] five members of his family."
P238014,saao_saa17,200,200,"...]."" Let the king send (word) [that ...]. (Regarding) the 200 Chaldean robes [...] which the king sent us, [...] rejoiced"
P238014,saao_saa17,200,200,hing in Bit-[Dakuri is] the share of the Babyloni[ans ...]. 200 gulēnu-coats of the house [...] of Marduk-šarru-uṣur [...]
P238083,saao_saa17,nine,,"ng's name is settled upon them. [...]. And just as the last nine years the servant [...] the knowledge of the king, my lord,"
P238098,saao_saa17,One,,he has let the fortress of Yaki[n ...] fall into disrepair. One [...] upon the other [...] in hunger [...] The king of Baby
P238098,saao_saa17,One,,[...] The king of Babyl[on ...] (Break) [...] seized [...] One [...] of the king of Assyr[ia ...] [...] the town Maruru ha
P238098,saao_saa17,300,300,"kin]."" Earlier the town wall of the fortress [of Yakin] was 300 cubits times 200 cubits (in a rectangle). As to the harvest"
P238098,saao_saa17,200,200,e town wall of the fortress [of Yakin] was 300 cubits times 200 cubits (in a rectangle). As to the harvests of which the ki
P238119,saao_saa17,100,100,"to the king: ""[...] Sinneans have been s[old] for silver."" 100 or 200 for [...] the king, my lo[rd, ...] (Break) (SPACER)"
P238119,saao_saa17,200,200,"king: ""[...] Sinneans have been s[old] for silver."" 100 or 200 for [...] the king, my lo[rd, ...] (Break) (SPACER) and [.."
P238317,saao_saa17,300,300,"e at his disposal]. Even the land of the governor [...], of 300 horses (and) 12 magnificent chariots befitting his social s"
P238317,saao_saa17,12,12,"]. Even the land of the governor [...], of 300 horses (and) 12 magnificent chariots befitting his social standing [...] ar"
P238331,saao_saa17,"1,000",1000,"nd sent me the news. [(As to) what the king] wrote me: ""Let 1,000 archers come [to my presence to ...] me; until now [...] ju"
P238331,saao_saa17,"20,000",20000,"akuri [...]. Why is Aššur-belu-taqqin [...ing x] horses and 20,000 archers in a cloister, (while) you do not agree to be atten"
P238331,saao_saa17,one,,"[...]?"" — [Let the king], my lord, study their words! Does [one who loves] the king, our lord, write me in [...]? [...] he"
P238347,saao_saa17,36,36,"..] Babylon [..., the first for x yea]rs and the second for 36 year[s. N]othing in [...]. [May the gods of the king], my ["
P238347,saao_saa17,30,30,"id establish] (our) privileges. May Bel and Nabû [give you] 30 year[s of ...] (and) 40 years of supremacy! Accordingly, [I"
P238347,saao_saa17,40,40,"ileges. May Bel and Nabû [give you] 30 year[s of ...] (and) 40 years of supremacy! Accordingly, [I fe]ar their divinity [."
P238349,saao_saa17,four,,fter the god Šeršeri together with Laguda had delivered the four quarters of the world into the king's hands — all [the enem
P238349,saao_saa17,four,,"cities as a prayer of blessing for [himself]. At that time, four cities were exempted. Nemed-Laguda, a temple of Marduk in t"
P238349,saao_saa17,one,,"sent [to the king, our lord — his] head [...]; and another one, having escape[d, ...] Why does the king, our lord, say: ""["
P238352,saao_saa17,hundred,,".] the letter of the king, [my] l[ord ...] [......] [...] a hundred yea[rs] [...] Bel in happiness [...] we shall add to it [an"
P238354,saao_saa17,one,,hearts of] the whole of the land of Akkad [are happy]. I am one who fears the king of the universe. [...] [Perhaps the king
P238355,saao_saa17,ten,,"ut the king [there is no] we[ll-being], and I have not writ[ten] about the affairs of the city [...] to the king, nor [to t"
P238365,saao_saa17,one,,"regard it as my] fau[lt]. If the king, [my] l[ord ...], now one [...] which on [... of the king] my lord not [...]. As for"
P238385,saao_saa17,five,,"lled [to] the brim. I have not [...] This slave-boy is aged five [...]. [Let the vizier my lord ask]: ""Is it true [...]?"""
P238437,saao_saa17,7,7,"of the king, my lord, [...] ... [...] [...] ... [...] [...] 7 men [...] Now [...] ... (Rest destroyed)"
P238440,saao_saa17,5,5,"hat from [the beginning] until now I have seen your message 5 or 6 times, but n[ow] that Barsipit[u] has come to you, I h"
P238440,saao_saa17,6,6,"rom [the beginning] until now I have seen your message 5 or 6 times, but n[ow] that Barsipit[u] has come to you, I have o"
P238440,saao_saa17,one,,"ut n[ow] that Barsipit[u] has come to you, I have only seen one of your messengers?"" — Barsipitu and Nabû-b[el-šumate] arri"
P238440,saao_saa17,16,16,"te] arrived to us on the first day of [Shebat] (XI); on the 16th [of Shebat] I sent the messengers of the ki[ng], my lord,"
P238440,saao_saa17,third,,rd. News of the son of Yakin: he has arrived in Elam on the third day of [Shebat]. (Rest destroyed)
P238445,saao_saa17,30,30,m] on the road (and) [help]ed (him) to flee. [......] [...] 30 [...]s (Break) (SPACER) [...] anything [...] he sent him. [
P238453,saao_saa17,100,100,ak[en] my garden by bringing it under flood. He has tak[en] 100 (kor) of my barley from me. 30 kor of the arable fields whi
P238453,saao_saa17,30,30,under flood. He has tak[en] 100 (kor) of my barley from me. 30 kor of the arable fields which king Tiglath-Pile[ser] (III)
P238455,saao_saa17,[40],40,"to return to his presence. He did not [agree but] gave him [40] minas of silver and spoke to him with these words: ""I have"
P238455,saao_saa17,[4],4,"nd spoke to him with these words: ""I have already given you [4]0 minas of silver. And now [I will give] you 10 minas of sil"
P238455,saao_saa17,0,0,"spoke to him with these words: ""I have already given you [4]0 minas of silver. And now [I will give] you 10 minas of silv"
P238455,saao_saa17,10,10,y given you [4]0 minas of silver. And now [I will give] you 10 minas of silver and send you back to the son of [NN]. Go an
P238468,saao_saa17,three,,rd]! Concerning the n[ews of the son of] Yakin: [...] [...] three [...] [...] my lord [...] (Rest destroyed) (SPACER)
P238482,saao_saa17,5,5,"ng of the lands, [my] lord: [...] Ina-tešî-eṭir [...] [...] 5 boxes with hem[s ...] [...] ... of the palace [...] [Es]agg"
P238483,saao_saa17,hundred,,"ing, my lord's entry into Esaggil and Babylon regular for a hundred years!"
P238500,saao_saa17,one,,"king, [my] lord, [wrote] to me: ""[......] for the ... [...] one among them [...] knows them. For [...] unlike an e[nemy ..."
P238500,saao_saa17,9,9,"[...] ... [...] I sent [...] to [the king, my lord], on the 9th day [...]."
