text_id,project,translation,token_count
P238098,saao_saa17,"(Beginning destroyed) he brought them here [...] find out the details and write [...] ""He says [...] ""All my towns [...] he has let the fortress of Yaki[n ...] fall into disrepair. One [...] upon the other [...] in hunger [...] The king of Babyl[on ...] (Break) [...] seized [...] One [...] of the king of Assyr[ia ...] [...] the town Maruru has said: ""I shall go to the fortress of Ya[kin]."" Earlier the town wall of the fortress [of Yakin] was 300 cubits times 200 cubits (in a rectangle). As to the harvests of which the king wrote: ""Let workers go out (and) reap (them)"" (Break) [I keep] the guard of the king, my lor[d].",98
P238099,saao_saa17,"[To the king], my lord: [your servant Aqar-B]el-lumur. [Good health t]o the king, my lord! [Say to the king, m]y lord: [Concerning ...] ... a pair [about which the king, my lord], wrote, [I have now sent] ... and a pair [...] to the king, my lord. [...] and in case (Break) (SPACER) [...] this land [...] are they [n]ot reliable? [... roof]-beams in accordance with the wish [...] there is [...] the men who were taken away [...] ... [...] are glad [...] ... I will give.",71
P238100,saao_saa17,"[Your servant Ana]-Nab[û-taklak: I would gladly die for the ki]ng of the un[iver]se, my l[or]d! [Say to the ki]ng, my lord: [The land, the troops] and the servants of the king, my lo[rd, are well. The guard of the king is ver[y strong] day and night. [The king, my lord, can be] glad. Concerning [... whom the king], my [lord], sent here and [....] [...] ... [...] [...] the servants of the kin[g ...] are [daily] bless[ing the king], my lord: ""[Now ...] we are alive, since the king, [our lord, has ...ed] the well-being of Bit-[Dakuri ...] and [counted] us with the servants of [the king]."" (As to) what the king, my lord, wrote to me: ""[I have reque]sted [NN] from you (pl.)]. And examine, find out, [and write me] who [he is]"" — When we study the favour of the king, my lord, [...] our borders up and down the deserted [...] of Bit-Dakuri may he promote the dejected ...s [...] gathered, Babylon [...] all the people of the land of Akkad [...] await the [kin]g, my lord, and bless the king, [my lord], [saying]: ""From times immemorial, [which] strong [king] has like [... ...] of righteousness?"" I guard [...] and [d]o [...] for [...] [...] in accordan[ce with ...] [...] as [...] the king, who for [...] ... [...] shares [...] of the king, my lord, [...] ... [... p]ut them (Break) [...] ... [...] of the king, my lord, [...] [...] ... [...] shall not be quiet! Its water [...] ... [...] he should study for you [...] the feet of ... [...] for the people [...] they fear [the king] and you are taking [...]. [Because] the king, my, lord, sent him, and I myself [...] your elder, you can rely on me. [...] brings a message saying: ""Who [...]?"" [Let] the king, my lord, correspondingly [...] write and they will bring it to me. [(As to) what the king] wrote to me: ""[...] barley and dates [.... When] I come, [...] exclusively for my dish"" — [Bel], Nabû and the gods of the king have opened the passage of the king, my lord [to Babylon and to] Borsippa. They will set up [...]; there will be plenty of food at the disposal of the king. [Regarding GN] and the town Ša-iṣṣur-Adad, of which the king, my lord, [wrote]: ""They are in your charge"" — since the prefects [...], they have been in my charge. [...] they have [...] them. [When] the troops that the king brought here [...] arrived, my [...] for the troops [...]. Is [this in accordance] with the king's command? [......] he may carry [......] now [......] let him by himself [......] Why [......] as [......] seed grain [......] his entire [...] [......] have been smashed [......] he has returned. [......] and [......] he loves [......] he let [...] take [... the king], my lord, will conquer [...... Bit-D]akuru [......] I have seen and (Break) [......] except the town [GN] [......] they will come here and [...] [......] he rejoiced in the territory [...] [......] On the day when they lead away [...] [......] at the feet of Aššu[r-belu-taqqin] [......] to [......] (Rest destroyed)",443
P238103,saao_saa17,"To the king, my lord, [your servant Nabû-šumu-lišir]. Good health [to the king, my lord]! Say to th[e king, my lord]: This dog [...] I [am] i[n ...] and he [...] Bit-Da[kuru ...] (Break) (SPACER) ""[......] ... [...]."" His words [...] He is not circ[umspect ...] He and [...] the woodcutter [...] a contract [...] I will give ... [...] which the king of Assyria [...] broke [...] the words of the king [...] Nabû-šuma-iddin[a ...] of the king, my lord ... [...] [...] let him speak to the king, my lord. [...] I have not spoken with him. If [...] and [it is agreeable] to the king, my lord [...] below her.",87
P238116,saao_saa17,"[Your servant Aqar-Bel-lumur: t]o the ki[ng, my lo]rd. Good health [to] king, my lord! [Say] to the [king, my lord]: The fortre[ss and the troops] of the king are well. The mood of the people of the land is good. The king, my lord, can be glad. Now then Kalbi-Ukûa has gone to the audience of the king, my lord! The king, my lord, can rejoice! May Bel and Nabû grant to the king, my lord, that all the men who have transgressed against the king, my lord, in this way will come an[d bow] before the king, my lord! And perhaps [...] he will proceed [... of] the king, my lord, [...] friendly words [...] and ... [...] until ... [...] (Break) ""Speak friendly [with ...] and [...]!"" I was delayed [...] they set off [...] weep for him, to [...] I sent a herald to [...] of the land, saying: ""[...]."" I shall speak friendly wi[th them, give them] orders, (and) make them confident. [...] of the fortresses of the king, my lord, [...] and the knowledge of the [...] they have set off. Wha[t ...] from right and le[ft ...] [I will keep] the guard of the king, [my lord]. And afterwards I will go before [...]. I am writing to the king, my lord out of urgency: [...] The king, my lord, should not [...] words wi[th the governor of] Arrapha and [with] Kalbi-Ukûa! [...] ... [...] for the king, my lord, [...] [...] I [...] [...] of [...] [...] ... [...] [...] ... I speak reliable [...] to [the king], my [lord].",229
P238118,saao_saa17,"[Tablet of] Sîn-duri, [prelate of] Eanna, [to the ...], his lord: [...] of the Lady of Reš [...] has chosen [...] the elders [...] stood [thi]s [...] (Rest destroyed) (SPACER)",21
P238119,saao_saa17,"Your servant Ullub[aya: I would gladly die] for the king, [my] lord! Say to the king, [my lord]: They have said to the king: ""[...] Sinneans have been s[old] for silver."" 100 or 200 for [...] the king, my lo[rd, ...] (Break) (SPACER) and [...] ca[me ...] befo[re...] sol[d ...] side [...] We have not s[old] any [Sinneans] f[or silver].",51
P238121,saao_saa17,"[To the kin]g, my lord: [your servant Nabû-a]hhe-lumur. [Good health to] the king, my lord! The city and the guard [of the king], my lord, are well. [The tro]ops of the king, my lord, are well. [Perhaps] the king, my lord, [will] say: ""What [news] is there?"" When the [Hamaran]eans, [the] Lihuateans, [the] Rabileans (and) their people were starving for (lack of) bread, they entered [...], saying: ""[May] the king [sen]d [bread] to us and [...] them with [the Hat]alleans (Rest destroyed)",79
P238128,saao_saa17,"(Beginning destroyed) (SPACER) May I not d[ie ...! Until] I se[e] another [...], do not 'seize' your heart but come and [see] the face of Bel! I swear by Bel and Nabû that nobod[y] has taken aw[ay] your dynastic house, that you indeed will see your dynastic house grow old in extreme old age. And we know for sure, that your son and your son's son will rule your [..., and th]at th[ey] indeed will [...] (Break) [...] they should go [...].",72
P238317,saao_saa17,"Your servant Amel-Nabû: I would gladly die for the king, my lord! May Nabû and Marduk bless the king, my lord! Say to the king, my lord: Didn't the king say to me as follows: ""Go, plant, fill the cellars with harvest, and eat under my protection!"" Let the king's messenger come here and see how the land of my father, which the king gave back to me, has been made barren by Mannu-ki-U[rbail]. He has indeed burned my grain, my straw and [my] garlic on [...] and (said to me): ""Go en[treat] the king! If the king (indeed) ga[ve you] your land, come and tak[e] your property!"" Now, the king gave me my land [with the following words]: ""I shall not choose anything (from it)."" But now, as I have nothing left, I shall die. There is no barley left for my nourishment and for my seed grain. If I have sinned, I should have died. Why does the king, my lord, let me live, while Mannu-ki-Urbail is up to destroy me? Verily [...] (Break) [...] the house on the left [are at his disposal]. Even the land of the governor [...], of 300 horses (and) 12 magnificent chariots befitting his social standing [...] are at his disposal. And the land [..., the pe]ople of Haldi-na[ṣir...] and the men of his protégés are also at his disposal. He has not been able to grab (any land) in [...], except the land [...] to the fortress (and) to [...]. My eyes are fixed on the king's servants. May the king send (word) and [hand ...] the people of my house and [...] my fields over to Šamaš-aha-iddi[na], so they won't bring (my) entire household to a standstill. (SPACER)",275
P238331,saao_saa17,"(Beginning destroyed) [After ...-da]mmiq has departed to the king, my lord, and sent me the news. [(As to) what the king] wrote me: ""Let 1,000 archers come [to my presence to ...] me; until now [...] just as Bit-Dakuri [...]. Why is Aššur-belu-taqqin [...ing x] horses and 20,000 archers in a cloister, (while) you do not agree to be attentive [...]?"" — [Let the king], my lord, study their words! Does [one who loves] the king, our lord, write me in [...]? [...] he does fear our [...] [...] you have not [...] of the king [...] they told me: [...] [...] he [...] [...] to [...] [...] No[w...] (Break) (SPACER) [...] the words [...] [... Let the king], my lord, ask him [...] [... a]s much as in Bit-Da[kuri] [...] he did not give [...] and Borsippa [...]. Now, [may] I hear the well-being [of the king, my lord, and may my heart] become happy. (SPACER)",128
P238334,saao_saa17,"(Beginning destroyed) [May ...] and Uruk [bl]ess [the king, my lord]! Say [to the king, my lord]: (I swear) by the god himself [......] that [......] to you [......] seizes you [......] that before (taking) oath [......] my crime is sl[ight]. [.....] why [.....] in the presence of the king [.....] the šandabakku [.....] Bel-usati (Break) (SPACER) [......] Uruk being exiled [.....] if heaven has decided [...] all ... [.....] I do not say: ""[...] I am an Akkadian"" — [...] would lead me away [on accou]nt of it. [May] the king [rescue] me! May I be a citizen of Der! May the king not abandon me [to] a single oppressor! [I] have no [...]. Turn your beautiful face [...] towards me! [...] are plotting, saying: [.....] Nanaya (Rest destroyed)",103
P238347,saao_saa17,"(Beginning destroyed) Baby[lon ...] and [...] uprooting [...] the presence of the king [...] the king to the house [...] hor[ses ...] the magnate[s ...] in accordance with [...] [...] ... [...] my energy to [...] ... [...] your [...] backed off [......] there have been [si]gns, his land today [...] Babylo[n ...] all [...] [...] these [...] which were set(tled) [...] is evil [...] saying, ""Let me send (it) to the king, my lord. If my report is not convenient for the king, let me send what is agreeable to the king."" As we have heard, the magnates of the king are telling the king, my lord, that he should not go to Babylon. Tiglath-Pileser (III) [and Shalmane]ser (V), who went (there), [...ed — what] would he take? [Wh]y [...]? If you come, (as) [a king who] disposes of the leftovers (of the gods), [who] restores peace (and) [...] to Esaggil (and) Babylon, establishes a pact of protection [and] concludes it with the inhabitants of Babylon, [who reple]nishes [the trea]suries of Esaggil and Ezida — Bel and Nabû will grant (you) a long life, good health and happiness. But king [Merodach-B]aladan and his son Zakiru have [lived in ...] Babylon [..., the first for x yea]rs and the second for 36 year[s. N]othing in [...]. [May the gods of the king], my [lo]rd, kn[ow that ...] the earlier kings verily [did establish] (our) privileges. May Bel and Nabû [give you] 30 year[s of ...] (and) 40 years of supremacy! Accordingly, [I fe]ar their divinity [...] for Lanšê, the [...] they did not raise. [...] and [...] Now [...] (Break) [...] climbs up.",234
P238349,saao_saa17,"[Yo]ur [servants] Kinâ [and Ereši], the 'temple-enterers' and the el[ders] of Nemed-Laguda: We would gladly [die] for [the ki]ng! May E[a, Damkina, Uruk] and Eanna bless Sargon, king of the universe, [our lord! Say t]o the king, our lord: [...] defectors [...] ... After the god Šeršeri together with Laguda had delivered the four quarters of the world into the king's hands — all [the enemies had bowed] before the king, our lord — (and) the king, [our] lord, Sargon, had conquered the Sealand as well, he exempted [...] the old cult cities as a prayer of blessing for [himself]. At that time, four cities were exempted. Nemed-Laguda, a temple of Marduk in the middle [of ...], an old cult town which the king had p[ut] in the treaty, and had cursed with a curse [...] Merodach-Baladan [...] different from before [...] and [......] (Break) (SPACER) Why [does] the [...]? And see, [our] messengers [whom] we sent [to the king, our lord — his] head [...]; and another one, having escape[d, ...] Why does the king, our lord, say: ""[Those who] have grabbed ... [...]""? Adad-šuma-uṣur, the [..., ...] whom I sent to the king [...] are coming up here, I [...] th[is] boundary stone [...] we had chosen [...] [...] ... [...] [......] [...] ... [...] ... [...] the houses [...] the son of Yakin [...... of the k]ing, my lord, [......] us [...] they do not trust in the word of the king. I [and] my brothers, our mouth and [...] [...] said. The messenge[r ...] [...] who came here [...] [...] ... [...] [...] we are lost.",226
P238350,saao_saa17,"You[r servant NN]: I would gladly die for [the vizier], my [lord]! Say to [my lord]: [N]N [has written] from Bi[t-...]: ""[...] ... the army of [...] [... Save] yourselves!"" [...] Nabû-ušabš[i...] [wen]t [b]efore the king ... [...] [...] which in Lahir[u ...] [...] daily [...] [...]... I shall have brought [...] [...]-halam to the lega[te ...] [...] ... [...], and did not this [... sub]due you? Do not trust [him]! During the past [x] years Mušezi[b-Marduk] did not go down to the king of Elam. Now however, as he saw the king of Assyria, he gladly went down to him. His [people] and his towns ...[...] Our [people] and [our] towns [...] [...] ... [...] [...] ... [...] [...] ... [...] [...] Lahiru [...] (Rest destroyed)",95
P238352,saao_saa17,"(Beginning destroyed) (SPACER) [...], saying: ""...[...] [...] ... darkness that [...] to the king [...] [has ent]ered [...]. Now these men [...] [...] unreliable (and) rebellio[us ...] [...] and their brothers [have been deported] to Ashdod (and) [have been settled] in Tabal. Regarding Nabû-le'i [who w]rote: ""Let me live where you are"" — is there nothing at all [that] pleases [the ki]ng, my lord? If they act quickly, let Nabû-le'i come, as the king, my lord, wrote, so his people will rally against him, and people who are not his will rally against him too. Let me tell the king, my lord, how it can be arranged, and let the king, my lord, do as he deems best. Did I not say to the king, my lord, as foll[ows: ""The ... of the king], my lord, carries out [the ...] of the king, his lord according to [...]""? [...] the troops of the king, my lord [...] [...] the letter of the king, [my] l[ord ...] [......] [...] a hundred yea[rs] [...] Bel in happiness [...] we shall add to it [and] deliver it [to the king, my lord].",164
P238354,saao_saa17,"[Your servant Qišti-Marduk: I would gladly die for Sargon, king of Babylon, king of the lands, the strong king, my lord! May Nabû and Marduk] bless [Sargon, king of Babylon, king of the lands, the strong king, my lord]! Say [to the king, my lord]: The guar[d of Esaggil and Babylon] and the gods of the king, my lord, are well. The king can be glad! [...] The [hearts of] the whole of the land of Akkad [are happy]. I am one who fears the king of the universe. [...] [Perhaps the king] will say: ""[...]."" The king [...] a fat-tailed sheep! The gods of the king surely know that [......], (and) the king gave my [...], how did my [...]! [The ki]ng, my lord, should not trust the heart of those who are held captive! After Nabû-šuma-iškun and Sîn-duri libelled me to the king, [...] ... [...] joy as [...]. [By the gods of the kin]g, I have not seen joy since [...] [...] I was alive and [...] [...]s ... of As[syria ...] (Break) (SPACER) [...] they spoke (Rest destroyed)",161
P238355,saao_saa17,"[To the] treasurer, my lord: [your servant] Ahi-nuri. Good health [to the] treasurer, my lord! [The] treasurer, my lord, [is] well, but I am not well. Without the king [there is no] we[ll-being], and I have not writ[ten] about the affairs of the city [...] to the king, nor [to the treasur]er, my lord. [I have] no[t come] to the presence of the king, but I shall not quit the king['s work, I have] not [...ed the ... which] they placed before the king, [my] lord. The king said: ""[.....] (Break) (SPACER) [...]aya, Nabû-[..., ...]-ummu, Bani-[..., NN] — and these men are plotting [on] behalf of the son of Yaki[n], their [l]ord, in order to kill [me]. Now then I am wr[iting] to the treasurer, my lord: may my lord report it to the king, and may he send (word) to Il-yada' so he will exterminate them all. And may my lord report (to me) that I [can co]me and see the eyes of the king, [my lord]. [Thes]e men [are con]stantly writing to the other side (of the river): ""[...] Ahi-nuri which he gave and settled on [..., ...] like our hearts."" My [guar]d is strong, [I am] not [negligent]. [x] cities have gathered against them; [al]l of them will die.",205
P238365,saao_saa17,"To the king, [my] lo[rd]: your servant Na[bû-šar-ahhešu], who guards the 'mule house' [at Borsippa. Good health] to the king, [my] lord! [May] the king, my lord, be in [very] good [spirits! My] gua[rd], where the king, [my] lo[rd, appointed me, is well]. The prefect who [...] of the gua[rd ...] (Break) (SPACER) work i[n ...] he is/I am doing [...] for silver i[n ...] which on [...] [May] the king not [regard it as my] fau[lt]. If the king, [my] l[ord ...], now one [...] which on [... of the king] my lord not [...]. As for me, I keep [the guard] of the king here. [...] in Assyria [...] They left them (f.) [...] May the king, my lord, send word that they (f.) be sei[zed ...]. (SPACER)",113
P238373,saao_saa17,"(Beginning destroyed) When [... P]N sent us a messenger [..., saying, ""C]ome and en[ter] the city,"" [...] here are few [...] and we fear the king. May my lord say [in the presence of the kin]g, and if it [is agree]able to [the king, let him send] us armed forces so [we can en]ter Marad. My lord knows that the [...]s which the king gave [are ...] May my lord say [t]o the king and [...] (Rest destroyed) (SPACER)",68
P238385,saao_saa17,"(Beginning destroyed) [...] Now th[en ...] [...] your enemy [...] [...] as soon as someone [...] At the time of Šamaš-buna[ya ...] a certain Ha'ir used to send ...[...] (as) hostages. They were caught [...], and [...]. [In the days] of Aššur-belu-taqqin, who [...], I myself used to do a lot to [...] (and) to eliminate the host[ages ...]. Now in the days of [Marduk-šarru-uṣur] they h[ave taken] a hostage of mine [...] in his youth ... [...] we are not trusted [...] and not [...] who in the kin[g's] palace [...] and (whom) the king, your lord, [...] counted me, a hos[tage ...] you did not seek for me [...] This governor [...] we want to become strong ... [...] I myself shall rescue [...] at [the ...'s] command. As Na[bû...] of the vizier, my lord, [...] you have co[nquered] your enemy [...] peace to the kin[g...] you did not grow. In the presence of [...] the evil which he/they heard [...] Otherwise, he is not [...] and will make the va[st] land slide [from the hands of the king]. As to Abi-har[u], I am not de[voted to him]; as to Nerga[l-ereš], I am not de[voted to him either]; I am devoted to the [vizier, my lord]. May the vizier take care of my lawsuit [against NN, and] let Marduk-šarru-uṣur see (it and) [do] a[s ...]. Should he not do so, [...], (and) Dakuru will remove the extensive land [from the hands] of the king, my lord, and I shall go to the presence [of the king, my lord]. They have turned Mahumaya (and) himself [into] a chisel. The [...] [Now then] I [am waiting] for the vizier, my lord. [Is this i]t? An inquiry [which the vizier, my lord, ... in] his presence [...] (Break) saying, ""As to the fortress of Bit-Da[kuru], it is filled [to] the brim. I have not [...] This slave-boy is aged five [...]. [Let the vizier my lord ask]: ""Is it true [...]?""",288
P238390,saao_saa17,"Your servant [Bel-iqiša]: I would gladly die for [the king of the universe, my lord! May] Nabû [and Marduk bless] the king of the universe, my lord! I p[ray] daily to Bel and Nabû [for the good health of the king, my lord]. [...] and [...] his [...] Bit-Yakin [...] not agreeable [to] Nabû [...] for Babylon [...] [...] and wit[h ...] [...] he receive[s ...] [...] and the son [...] [...] ... [...] [the Ba]bylonians [...] he has [...ed] Babylon [ap]pointees of his hand [...] [...] Bit-Yaki[n ...] [...] he does not pla[ce ...] (Break) (SPACER) The king, [my lord, ...] May I see [...] the king, [my] lo[rd, ...].",85
P238427,saao_saa17,"(Beginning destroyed) [...] of [...] [...] ... [...] [... S]ince the da[y when ...] [...] ... [...] what the king, my lord, [...] [...] reached, saying: ""[...] [...] is coming ... [...] [...] is going to be appointed [to a pos]ition of trust [...] the son of Yakin had strengthened [... Bor]sippa with the casua[lty]. [(As to) what the king] wrote: ""Did he not [...] [the ]...s of N[N ......] [...] ... [...] [... fo]r the second time [...] [... Bit]-Dakur[u ...] [...] the star [...] [...] saw [...] [...] face [...] [...] all [...] (Rest destroyed)",57
P238431,saao_saa17,"[To the] king, m[y] l[ord]: [yo]ur [servant] Aqar-Bel-lumur. [Good] health to the king, my lord! [Say] to the king, my lord: The fortress [and the troop]s of the king [are well. The mood of the pe]ople of the land is good. [The king, my lord, can b]e glad. (Rest destroyed) (SPACER)",48
P238436,saao_saa17,"[Concerning N]N about whom I wrote to the vizier, my [lord], he is an exempted Borsippean. [...] the vizier, my lord, (Break) (SPACER) Borsippa [...]. [The vizier], my lord, may do as is agreeable to him and as he sees best. (SPACER)",37
P238437,saao_saa17,"Your [ser]vant Nabû-bel-šumate: I would gladly die for the king, my lord! Say to the king, my lord: I have s[en]t my messenger to greet [the king], the hor[se]s and [the soldi]ers. After [I went] to the palace to the presence of the king, my lord, [...] ... [...] [...] ... [...] [...] 7 men [...] Now [...] ... (Rest destroyed)",49
P238439,saao_saa17,"[Your servant] Nabû-bel-šumate: [I] would gladly die for the king, my lord! Say [to the king], my [l]ord: I have sent my [messenger] to greet [the king, the hor]ses and [the soldiers]. (Rest destroyed)",32
P238440,saao_saa17,"[Your ser]vant Ana-Nabû-ta[klak]: I would gladly die for the king of the uni[verse, my lord]! Say [to the ki]ng, my lord: Nabû-bel-šumate, the servant of the king, my lord, is well. The Lady Barsi[pitu], the land, the troops and the servants [of the king, my lord], are well. The land G[uzummani] is well. [The tal]k of the land is good. The guar[d of the king is] very [strong] day and night. [Now] we and the servants of the king, [my] lord, have [been lift]ed up. As to what the king, my lord, [wrote to me]: ""Why is it that from [the beginning] until now I have seen your message 5 or 6 times, but n[ow] that Barsipit[u] has come to you, I have only seen one of your messengers?"" — Barsipitu and Nabû-b[el-šumate] arrived to us on the first day of [Shebat] (XI); on the 16th [of Shebat] I sent the messengers of the ki[ng], my lord, on the road, and I (also) sent [our] messenger[s] with them to (inquire about) the health of the king, [my] lo[rd. ...] in addition t[o ...] and Na[bû...] ... [...] Is not Na[bû-bel-šumate ...]? the king [...] (Break) ""Why [...] work [...] ... [...] did he [...]?"" (Break) [...] the desire for the son of [our] lord [...] [...] us, and all the lands together [...] are praising [the kin]g, my lord, [...] [...] Bit-Dakuri in [...] [...] report [...] Nabû-šuma-iddina before [...] we rejoiced. When Aš[šur], Bel and Nabû realized the promise of the ki[ng], my lord, all lands have become closer to the king, my lord. News of the son of Yakin: he has arrived in Elam on the third day of [Shebat]. (Rest destroyed)",260
P238441,saao_saa17,"To [Sargon, king of the universe, my lord: Your servant] Balassu. May [Nabû and Marduk] bless [the king, my lord]! Say [to the king, my lord]: [I am herewith sending] my tablet [for the well-being of the king, my lord]. Under the protection of Bel and [Nabû, the gods] of the king, my lord, the [...] and the message [...] whom my lord lead away, [...] he has added for me, [...] to the house of my father [...] and the drain pi[pes .......]. The ki[ng, my lord, can be glad]. Now [...] (Rest destroyed)",86
P238443,saao_saa17,"[Your servant NN]. I would gladly die for the king, my lord! Say to the king, my lord: [...] is well. The king, my lor[d, ...] and [...] not [...] (SPACER)",26
P238444,saao_saa17,"[To the king, my lord: your servant Aqar-Bel-lumur]. Good [health to the king, my lord]! Say t[o the king, my lord: The fortress] and the troop[s of the king, my lord] are well. The mood of the [people of the land is good]. The king, [my] lo[rd, can be glad]. New[s of the son of Yakin]: h[e is in Babylon]. There [...] to [...] to ... [...] in Babylon [...] after his heart [...] and after he had boasted in the middle ... [...] [had] ... [...] (Break) (SPACER) [... he has] gone. ... [...] [Now th]en [I will f]ind out wha[t it is and] send a detailed report [to the king, my lord]. [NN], the brother of Ku[...], has come [with] m[any] archers and entered [my] presence [in the fortress] of Abi-haru. Ne[ws] of the Babyloni[ans ...] the son of Tamgitu [...] man[y ...] he sen[t ...] (Rest destroyed)",129
P238445,saao_saa17,"(Beginning destroyed) [...] my [...]s [...] to house and gate [... Bel]-usatu [...] my [...] [NN, ...]-Bel, his brother, [...] will come [...] all [...] nicely [... they] came [...] the governor [... t]o the presence [...] have [go]ne [NN, the son] of Tabnea [who ...] fled [... the] Damuneans [sent him] on the road (and) [help]ed (him) to flee. [......] [...] 30 [...]s (Break) (SPACER) [...] anything [...] he sent him. [...] have been placed, saying: ""[... pr]ince, princess [...] this [...] ... and because of that [...] concerning the governor [...] Ea-mahir [...] to the presence [...] altogether [...] let him come up [... he] will make for you [...] to the palace [...] as I asked [...] the camp [...] they were taken [to] the palace [...] the governor [...] the prelate [...] until now [...] of the river [...] said: ""To [...] to Der [...] to his presence (Rest destroyed)",108
P238449,saao_saa17,"[Yo]ur [servant] Šullum[u: I would] gladly die for the king, my lord! May [Uraš and Ninegal] bless the king, my lord! Say to the king, my lord: Certain unemploy[ed] men [...]. Nabû, who overwhelms cri[mes...] (Rest destroyed) (SPACER) (SPACER)",34
P238453,saao_saa17,"[To Sar]gon, the king [of the lands, my lord]: your servant Nabû-[šuma-iškun]. May [Nabû] and Ma[rduk] ble[ss the king], my lord! Say to the ki[ng], my lord: I now pray to Bel and Nabû for the life and the (regnal) years of the king, my lord, and [I look forward to] the arrival of the king, my lord, in the month Nisan (I). [......] [...] the king, my lo[rd ...] (Break) Ever since the king girded the loins of Uqupu, he has done much wrong against me. He has tak[en] my garden by bringing it under flood. He has tak[en] 100 (kor) of my barley from me. 30 kor of the arable fields which king Tiglath-Pile[ser] (III), your father, [gave me], [...] his [...] again[st ...] [...] greatly my [...] [...] as [...] [...] ... [...] [...] ... [...] [...] here [...] Let the king as[k] the Babylonians [and] the Borsippeans, for they know everything about (these) sinister things.",140
P238455,saao_saa17,"(Beginning destroyed) [......] each other [...] [...... h]e wen[t ...] [......] the Kiši[tes ...] [......] at the foot [...] [......] the Borsi[ppeans, the Sippareans] (and) the Cuthae[ans, saying]: ""This year the son of Yak[in] will not come [in] the month Nisan (I)."" [He ga]ve [the order]: ""The king of Elam has held him back, but you, come yourself and sacrifice your lambs!"" I have made inqui[ries]. After he wrote to the son of Yakin, Kuttiya, the son of Šarrani, wanted to return to his presence. He did not [agree but] gave him [40] minas of silver and spoke to him with these words: ""I have already given you [4]0 minas of silver. And now [I will give] you 10 minas of silver and send you back to the son of [NN]. Go and encourage the Babylonians and say to them (thus): '[Since] you went away, there has been no more procession of Nin[urta]. Because of this [...] has not come, but he will come [next year]. And I myself [...].'"" [...] the leper [...] [...] to [...] [...] my [mess]engers to [...] (Rest destroyed)",163
P238457,saao_saa17,"To the king, [our lord: your servants] Nabû-šumu-[lišir and Aqar-Bel-lumur.] May [the king, our lord, be] well! Say t[o the king, our lord: The fortress] and the troops [of the king] are well. [The mood] of the people of the land is go[od. The king], our lord, can be [glad]. [Concerning the news] of the son of Yakin: [he is] in [Babylon]. As to the news of the Da[kureans, NN], the son of Raha[...] of Lanšê [...] the scribe of [...] and Nabû-uša[llim...] because of the capture [...] [..] he has caugh[t him ...] [...] their [...] [... c]am[e ...] (Rest destroyed) (SPACER) (SPACER)",91
P238468,saao_saa17,"[To] the king, [my lord]: your [servant] A[qar-Bel-lumur. Goo]d health [to the king, my lord]! Concerning the n[ews of the son of] Yakin: [...] [...] three [...] [...] my lord [...] (Rest destroyed) (SPACER)",26
P238470,saao_saa17,"Your servant Nabû-ušallim: I would gladly die for the vizier, my lord! Say to my lord: [... Sea]landers, sons of Ya[kin] [...] 'temple-enterers' of E[anna] (Break) (SPACER) [...] I [...] [...] the [dep]endents he returned to me [...]",30
P238481,saao_saa17,(Beginning destroyed) [...] not [...] [...] when I [...] [...] ... and of ... [...] [...] the Dam[uneans ...] [...] rose against me [...] [...] they received [...] [...] who through an arr[ow ...] (Rest destroyed) (SPACER),16
P238482,saao_saa17,"[Your servant Nabû-šumu-lišir. I would gladly die] for the ki[ng of the lands, my l]ord! [May Nabû and Marduk bless] the ki[ng, my] l[ord! Say to the ki]ng of the lands, [my] lord: [...] Ina-tešî-eṭir [...] [...] 5 boxes with hem[s ...] [...] ... of the palace [...] [Es]aggil and Ba[bylon] (and) [...] the land [are well; ...... is] well. (Break) (SPACER) [...] the king [...] [...] of the heart [...] [...] the loins [...] [... Baby]lon [...] (Rest destroyed)",59
P238483,saao_saa17,"Your servant Rimutu: I would gladly die for Sargon, the king of the lands, the king, my lord! May Nabû and Marduk bless the king, my lord! Say to the king, my lord: The previous kings wanted excellent work from ancient times for Esaggil. Now [...] is making [...] doorjambs [for the king], his lord. [... B]abylon [...] concerning [...] their work (Break) (SPACER) field ... [...] river [...] ... [...] ... of Ku[..., Bel]šunu and Ninurta-naṣir, of which the king said: ""I shall make the damage good"" — the eyes of the men are darkened, (as) no damages have been made good. Let the king send (word) and I myself shall make the damages good again! May Marduk and Šeru'a make the king, my lord's entry into Esaggil and Babylon regular for a hundred years!",124
P238486,saao_saa17,"[To the king, my lord: your servant NN], the coh[ort] commander. [Say to the ki]ng, my lord: [As to what the king, my lord], wrote: ""[......] [...] to [...] [...] you move up [...]"" [...] Now to [...] [...] if [...] [... n]ews of [...] [...] to [...] (Break) [...] people [...] [...] repo[rt ...] [......] according to [...] palace matter [...] for the month Sivan (III) [...] in Chaldea [...] great country to [...] [...] with the overseer [...] they have given [...] [...] the k[in]g [my] lo[rd ...] (Rest destroyed) (SPACER)",61
P238500,saao_saa17,"Your servant [Naṣib-il: I would gladly die for my lord]! Say t[o the king, my lord]: Concerning what the king, [my] lord, [wrote] to me: ""[......] for the ... [...] one among them [...] knows them. For [...] unlike an e[nemy ...] [to] our [e]ars [...] (Break) (SPACER) for [...] Be[l-... ...] are jubilant [...] [...] ... [...] I sent [...] to [the king, my lord], on the 9th day [...].",54
